maxtemp,power,mintemp,weather,date,wind
18,小于3级,13,小雨,2014-01-07,西北风
14,3-4级,10,阴,2014-01-08,北风
17,小于3级,9,多云,2014-01-09,北风
21,小于3级,11,多云,2014-01-10,北风
21,小于3级,12,多云,2014-01-11,西风
21,小于3级转3-4级,10,多云转阴,2014-01-12,北风
15,小于3级,7,多云,2014-01-13,北风
18,小于3级,5,晴,2014-01-14,北风
19,小于3级,4,晴,2014-01-15,北风
20,小于3级,5,晴,2014-01-16,北风
21,小于3级,8,霾,2014-01-17,西北风
21,小于3级,5,晴,2014-01-18,西北风
22,小于3级,5,晴,2014-01-19,北风
21,小于3级,6,晴,2014-01-20,北风
18,3-4级,5,晴,2014-01-21,北风
19,小于3级,0,晴,2014-01-22,北风
20,小于3级,5,晴,2014-01-23,西北风
22,小于3级,12,多云,2014-01-24,北风
22,小于3级,15,阴,2014-01-25,北风
23,小于3级,15,阴,2014-01-26,北风
23,小于3级,11,多云转晴,2014-01-27,北风
24,小于3级,10,晴,2014-01-28,北风
25,小于3级,11,晴,2014-01-29,北风
26,小于3级,11,晴,2014-01-30,北风
25,小于3级,12,晴,2014-01-31,西北风
25,小于3级,14,多云,2014-02-01,北风
25,小于3级,14,多云,2014-02-02,北风
26,小于3级,13,晴转多云,2014-02-03,北风
22,小于3级,14,多云转阴,2014-02-04,南风
24,小于3级,15,多云,2014-02-05,南风
23,小于3级,16,多云转阴,2014-02-06,东风
16,3-4级,10,小雨,2014-02-07,北风
11,3-4级,7,中雨,2014-02-08,北风
11,3-4级,7,小到中雨转小雨,2014-02-09,北风
9,3-4级,5,阴,2014-02-10,北风
10,3-4级,4,阴,2014-02-11,北风
7,3-4级,4,小雨,2014-02-12,北风
12,3-4级,4,阴,2014-02-13,北风
13,小于3级,6,多云转阴,2014-02-14,东北风
15,小于3级,8,阴转小雨,2014-02-15,北风
15,小于3级,9,小雨转阴,2014-02-16,西北风
21,小于3级,14,多云,2014-02-17,北风
9,3-4级,5,小雨转阴,2014-02-18,北风
15,小于3级,3,晴,2014-02-19,北风
18,小于3级,2,晴,2014-02-20,北风
19,小于3级,10,多云,2014-02-21,北风
19,小于3级,10,多云,2014-02-22,北风
22,小于3级,13,多云,2014-02-23,西北风
24,小于3级,14,多云,2014-02-24,东南风
22,小于3级,16,小雨转阴,2014-02-25,北风
25,小于3级,16,阴,2014-02-26,西北风
25,小于3级,16,多云,2014-02-27,南风
25,小于3级,17,阴,2014-02-28,东南风
20,3-4级,15,小雨,2014-03-01,南风
18,3-4级,14,小雨,2014-03-02,北风
18,小于3级,14,小雨,2014-03-03,西北风
19,小于3级,14,小雨转阴,2014-03-04,北风
17,小于3级,14,小雨,2014-03-05,北风
16,小于3级,13,小雨,2014-03-06,东北风
15,3-4级,12,小雨转阴,2014-03-07,北风
15,3-4级转小于3级,10,阴,2014-03-08,北风
16,小于3级,13,阴,2014-03-09,北风
17,小于3级,13,小雨转阴,2014-03-10,东北风
20,小于3级转3-4级,15,小雨转小到中雨,2014-03-11,东风
21,小于3级,13,阴,2014-03-12,北风
17,小于3级,13,小雨转阴,2014-03-13,北风
18,小于3级,13,阴,2014-03-14,东北风
19,小于3级,14,阴转多云,2014-03-15,东南风
23,小于3级,17,霾,2014-03-16,东北风
26,小于3级,19,霾,2014-03-17,西南风
27,小于3级,18,多云,2014-03-18,西南风
25,小于3级转3-4级,13,雷阵雨,2014-03-19,北风
18,3-4级转小于3级,13,阴转多云,2014-03-20,北风
21,小于3级,13,多云,2014-03-21,东北风
23,小于3级,14,多云,2014-03-22,东风
25,小于3级,14,晴转多云,2014-03-23,东北风
27,小于3级,16,多云,2014-03-24,南风
28,小于3级,17,多云,2014-03-25,南风
28,小于3级,17,多云,2014-03-26,北风
26,小于3级,19,多云转雷阵雨,2014-03-27,南风
26,小于3级,21,雷阵雨,2014-03-28,南风
23,小于3级,20,大到暴雨,2014-03-29,东风
22,小于3级,19,暴雨转中到大雨,2014-03-30,东南风
23,小于3级,19,雷阵雨转小雨,2014-03-31,北风
21,小于3级转3-4级,18,大雨转大到暴雨,2014-04-01,东风
22,小于3级,18,雷阵雨转阴,2014-04-02,东南风
27,小于3级,17,多云,2014-04-03,北风
26,小于3级,17,多云,2014-04-04,东北风
21,小于3级,18,中雨转大雨,2014-04-05,西北风
24,小于3级,19,阵雨,2014-04-06,东北风
24,小于3级,19,阵雨,2014-04-07,北风
27,小于3级,20,阴,2014-04-08,东南风
28,小于3级,20,多云,2014-04-09,南风
29,小于3级,21,多云,2014-04-10,南风
30,小于3级,22,多云,2014-04-11,西南风
30,小于3级,22,多云,2014-04-12,南风
28,小于3级,23,多云,2014-04-13,北风
27,小于3级,21,阴转多云,2014-04-14,东南风
28,小于3级,20,多云,2014-04-15,东北风
28,小于3级,21,阴转多云,2014-04-16,西北风
31,小于3级,21,多云,2014-04-17,北风
29,小于3级,20,多云,2014-04-18,南风
29,小于3级,22,多云,2014-04-19,西北风
29,小于3级,23,多云,2014-04-20,东南风
28,小于3级,23,多云转阵雨,2014-04-21,西风
27,小于3级,22,阵雨转阴,2014-04-22,北风
27,小于3级,21,小雨转阴,2014-04-23,东风
26,小于3级,22,阴,2014-04-24,东南风
28,小于3级,22,阴,2014-04-25,东南风
26,小于3级,20,阵雨转阴,2014-04-26,北风
28,小于3级,20,多云,2014-04-27,西北风
28,小于3级,20,多云,2014-04-28,东北风
22,小于3级,18,中雨转大雨,2014-04-29,北风
22,小于3级,18,阵雨,2014-04-30,北风
26,小于3级,19,多云,2014-05-01,北风
29,小于3级,22,多云转阴,2014-05-02,东风
26,小于3级转3-4级,19,中到大雨,2014-05-03,东风
23,小于3级,18,阵雨转阴,2014-05-04,北风
23,小于3级,18,阵雨,2014-05-05,北风
22,小于3级,19,中到大雨,2014-05-06,东风
23,小于3级,20,大雨转大到暴雨,2014-05-07,东北风
23,小于3级,20,暴雨,2014-05-08,东风
26,小于3级,21,雷阵雨转中到大雨,2014-05-09,南风
25,小于3级,21,大到暴雨转大雨,2014-05-10,东南风
27,小于3级,22,多云转阵雨,2014-05-11,西北风
29,小于3级,24,雷阵雨,2014-05-12,南风
31,小于3级,26,雷阵雨,2014-05-13,南风
32,小于3级,25,雷阵雨转多云,2014-05-14,东南风
31,小于3级,26,多云,2014-05-15,东北风
31,小于3级,25,雷阵雨,2014-05-16,东北风
31,小于3级,24,雷阵雨,2014-05-17,南风
30,小于3级,23,雷阵雨,2014-05-18,北风
31,小于3级,24,雷阵雨,2014-05-19,西风
29,小于3级,24,大雨,2014-05-20,东风
30,小于3级,26,大雨转中雨,2014-05-21,南风
29,小于3级,24,雷阵雨,2014-05-22,东风
31,小于3级,24,雷阵雨转多云,2014-05-23,东北风
33,小于3级,25,多云,2014-05-24,南风
34,小于3级,25,雷阵雨,2014-05-25,西风
33,小于3级,25,雷阵雨,2014-05-26,西北风
34,小于3级,25,多云,2014-05-27,西北风
34,小于3级,25,多云,2014-05-28,西南风
34,小于3级,25,多云,2014-05-29,北风
33,小于3级,25,雷阵雨转多云,2014-05-30,南风
35,小于3级,26,多云,2014-05-31,西南风
34,小于3级,26,多云转雷阵雨,2014-06-01,南风
33,小于3级,25,多云转雷阵雨,2014-06-02,东南风
33,小于3级,25,雷阵雨转多云,2014-06-03,东南风
33,小于3级,25,雷阵雨,2014-06-04,东南风
31,小于3级,23,雷阵雨转大雨,2014-06-05,北风
31,小于3级,23,雷阵雨转大雨,2014-06-06,西南风
31,小于3级,23,雷阵雨转大雨,2014-06-07,西南风
32,小于3级,24,雷阵雨,2014-06-08,东风
32,小于3级,24,雷阵雨,2014-06-09,东风
30,小于3级,25,雷阵雨,2014-06-10,西北风
34,小于3级,25,多云转晴,2014-06-11,北风
35,小于3级,25,晴,2014-06-12,西北风
35,小于3级,25,晴,2014-06-13,北风
34,小于3级,26,多云,2014-06-14,北风
34,小于3级,27,多云转雷阵雨,2014-06-15,东南风
34,小于3级,27,多云转雷阵雨,2014-06-16,东南风
33,小于3级,26,雷阵雨,2014-06-17,西北风
33,小于3级,26,雷阵雨,2014-06-18,南风
31,小于3级,26,雷阵雨转大雨,2014-06-19,东南风
31,小于3级,24,大雨,2014-06-20,东风
31,小于3级,25,大雨转中雨,2014-06-21,南风
32,小于3级,25,雷阵雨,2014-06-22,南风
32,小于3级,25,雷阵雨,2014-06-23,东南风
32,小于3级,26,雷阵雨转多云,2014-06-24,东北风
33,小于3级,26,多云转晴,2014-06-25,西南风
35,小于3级,26,多云,2014-06-26,南风
35,小于3级,26,多云,2014-06-27,南风
35,小于3级,26,多云,2014-06-28,东风
34,小于3级,26,多云转晴,2014-06-29,东风
34,小于3级,26,雷阵雨转多云,2014-06-30,北风
33,小于3级,25,多云,2014-07-01,东北风
34,小于3级,26,多云,2014-07-02,南风
34,小于3级,26,多云,2014-07-03,西南风
35,小于3级,26,多云,2014-07-04,南风
36,小于3级,26,晴转多云,2014-07-05,东北风
36,小于3级,26,多云,2014-07-06,东风
34,小于3级,26,雷阵雨,2014-07-07,北风
34,小于3级,26,雷阵雨,2014-07-08,北风
35,小于3级,26,多云,2014-07-09,南风
35,小于3级,26,雷阵雨,2014-07-10,北风
33,小于3级,26,雷阵雨,2014-07-11,北风
34,小于3级,26,多云转雷阵雨,2014-07-12,北风
34,小于3级,26,晴,2014-07-13,北风
35,小于3级,26,晴,2014-07-14,南风
35,小于3级,25,晴,2014-07-15,东风
32,小于3级,26,多云转雷阵雨,2014-07-16,北风
30,3-4级转小于3级,25,中到大雨,2014-07-17,东南风
31,3-4级,25,大雨,2014-07-18,东风
33,小于3级,25,雷阵雨转多云,2014-07-19,东南风
34,小于3级,26,多云,2014-07-20,西北风
35,小于3级,26,晴,2014-07-21,西风
36,小于3级,26,晴转多云,2014-07-22,北风
34,小于3级,26,雷阵雨,2014-07-23,南风
33,小于3级,26,雷阵雨,2014-07-24,东风
33,小于3级,25,雷阵雨,2014-07-25,东北风
33,小于3级,25,雷阵雨,2014-07-26,东风
34,小于3级,24,多云,2014-07-27,西北风
35,小于3级,25,多云转晴,2014-07-28,北风
35,小于3级,25,晴,2014-07-29,西南风
36,小于3级,26,晴,2014-07-30,西北风
36,小于3级,26,晴,2014-07-31,北风
35,小于3级,26,雷阵雨,2014-08-01,南风
35,小于3级,25,雷阵雨,2014-08-02,东风
35,小于3级,25,雷阵雨转多云,2014-08-03,北风
34,小于3级,26,雷阵雨,2014-08-04,东北风
34,小于3级,26,多云转雷阵雨,2014-08-05,南风
34,小于3级,26,雷阵雨,2014-08-06,东南风
33,小于3级,26,雷阵雨,2014-08-07,西风
33,小于3级,25,雷阵雨,2014-08-08,西南风
33,小于3级,25,雷阵雨,2014-08-09,东南风
33,小于3级,26,雷阵雨,2014-08-10,南风
33,小于3级,26,雷阵雨,2014-08-11,南风
30,小于3级,24,大雨,2014-08-12,东南风
31,小于3级,24,中到大雨转雷阵雨,2014-08-13,东北风
33,小于3级,25,多云,2014-08-14,西南风
34,小于3级,25,多云,2014-08-15,西南风
34,小于3级,25,多云,2014-08-16,西南风
34,小于3级,25,多云,2014-08-17,北风
32,小于3级,24,大雨转大到暴雨,2014-08-18,南风
30,小于3级,24,暴雨转大雨,2014-08-19,西北风
31,小于3级,25,雷阵雨转多云,2014-08-20,东南风
33,小于3级,25,雷阵雨转多云,2014-08-21,西北风
33,小于3级,25,多云,2014-08-22,北风
35,小于3级,25,多云,2014-08-23,南风
35,小于3级,25,晴,2014-08-24,北风
35,小于3级,25,晴转多云,2014-08-25,东风
33,小于3级,25,多云转雷阵雨,2014-08-26,北风
33,小于3级,25,多云,2014-08-27,东风
34,小于3级,25,多云,2014-08-28,北风
34,小于3级,25,晴,2014-08-29,北风
34,小于3级,25,晴,2014-08-30,西北风
33,小于3级,25,多云,2014-08-31,东南风
34,小于3级,24,晴,2014-09-01,北风
34,小于3级,25,晴,2014-09-02,西风
33,小于3级,25,多云转雷阵雨,2014-09-03,北风
32,小于3级,24,雷阵雨转多云,2014-09-04,南风
33,小于3级,24,雷阵雨转多云,2014-09-05,北风
34,小于3级,25,多云,2014-09-06,东风
33,小于3级,25,雷阵雨,2014-09-07,北风
34,小于3级,25,多云,2014-09-08,西北风
34,小于3级,25,多云,2014-09-09,南风
34,小于3级,25,多云,2014-09-10,东风
33,小于3级,25,多云转雷阵雨,2014-09-11,北风
33,小于3级,25,雷阵雨转多云,2014-09-12,东北风
34,小于3级,25,阵雨转多云,2014-09-13,北风
35,3-4级,25,多云转大雨,2014-09-14,北风
30,4-5级,25,大雨,2014-09-15,东风
31,3-4级转小于3级,25,中雨转阵雨,2014-09-16,东风
33,小于3级,25,多云,2014-09-17,西北风
35,小于3级,24,多云,2014-09-18,西北风
30,3-4级,23,晴,2014-09-19,北风
30,3-4级,23,晴,2014-09-20,北风
31,小于3级,23,多云,2014-09-21,北风
31,小于3级,23,多云,2014-09-22,北风
33,小于3级,23,晴,2014-09-23,北风
33,小于3级,23,晴,2014-09-24,北风
33,小于3级,24,晴,2014-09-25,西北风
33,小于3级,24,晴,2014-09-26,北风
33,小于3级,23,晴,2014-09-27,北风
34,小于3级,24,晴,2014-09-28,西北风
32,小于3级,24,多云,2014-09-29,北风
32,小于3级,24,多云,2014-09-30,北风
33,小于3级,23,多云,2014-10-01,北风
33,小于3级,23,多云,2014-10-02,西北风
33,小于3级,23,多云,2014-10-03,北风
31,小于3级,22,多云,2014-10-04,北风
30,小于3级,18,晴,2014-10-05,东北风
31,小于3级,18,晴,2014-10-06,北风
30,小于3级,18,晴,2014-10-07,东北风
30,小于3级,18,晴,2014-10-08,西北风
30,小于3级,21,晴,2014-10-09,北风
30,小于3级,21,晴,2014-10-10,北风
29,3-4级,19,晴,2014-10-11,北风
29,3-4级,19,晴,2014-10-12,北风
30,小于3级,17,晴,2014-10-13,北风
30,小于3级,17,晴,2014-10-14,北风
30,小于3级,18,晴,2014-10-15,北风
30,小于3级,18,晴,2014-10-16,北风
30,小于3级,19,晴,2014-10-17,北风
30,小于3级,19,晴,2014-10-18,北风
30,小于3级,20,多云,2014-10-19,北风
30,小于3级,20,多云,2014-10-20,北风
29,小于3级,21,多云,2014-10-21,北风
27,小于3级,20,多云,2014-10-22,西北风
27,小于3级,20,多云,2014-10-23,西北风
30,小于3级,21,阴转多云,2014-10-24,西北风
30,小于3级,21,阴转多云,2014-10-25,北风
30,小于3级,22,多云,2014-10-26,北风
30,小于3级,20,多云,2014-10-27,西北风
30,小于3级,21,多云,2014-10-28,东北风
31,小于3级,20,晴,2014-10-29,东风
31,小于3级,20,晴,2014-10-30,北风
31,小于3级,20,晴,2014-10-31,北风
24,3-4级转小于3级,18,阴转多云,2014-11-01,北风
25,小于3级,17,多云,2014-11-02,东南风
25,小于3级,17,多云,2014-11-03,北风
24,小于3级,20,小雨转阴,2014-11-04,北风
24,小于3级,20,小雨转阴,2014-11-05,北风
23,小于3级,19,阴转小雨,2014-11-06,北风
19,小于3级,16,中雨,2014-11-07,北风
19,小于3级,16,中雨,2014-11-08,北风
22,小于3级,18,阴转多云,2014-11-09,北风
20,小于3级,17,小雨,2014-11-10,北风
20,小于3级,17,小雨,2014-11-11,北风
23,小于3级,16,多云,2014-11-12,北风
23,小于3级,16,多云,2014-11-13,北风
25,小于3级,17,多云,2014-11-14,西北风
25,小于3级,17,多云,2014-11-15,西北风
22,小于3级,14,晴,2014-11-16,北风
22,小于3级,14,晴,2014-11-17,北风
24,小于3级,14,晴,2014-11-18,西北风
24,小于3级,14,晴,2014-11-19,西北风
26,小于3级,15,晴,2014-11-20,北风
26,小于3级,15,晴,2014-11-21,西北风
28,小于3级,17,晴,2014-11-22,西北风
28,小于3级,17,晴,2014-11-23,西北风
26,小于3级,16,多云,2014-11-24,北风
26,小于3级,16,多云,2014-11-25,北风
27,小于3级,20,多云,2014-11-26,东风
27,小于3级,20,多云,2014-11-27,东南风
26,小于3级,21,多云,2014-11-28,东北风
28,小于3级,22,小雨,2014-11-29,东南风
16,4-5级转3-4级,12,小雨,2014-11-30,北风
14,3-4级转小于3级,11,阴转小雨,2014-12-01,北风
15,小于3级转3-4级,9,中雨转中到大雨,2014-12-02,北风
13,3-4级,10,中雨转小雨,2014-12-03,北风
17,小于3级,8,多云,2014-12-04,北风
19,小于3级,9,多云,2014-12-05,西北风
17,小于3级,11,小雨,2014-12-06,北风
18,小于3级,11,小雨转多云,2014-12-07,北风
20,小于3级,14,多云,2014-12-08,北风
19,小于3级,14,多云转小雨,2014-12-09,西北风
18,3-4级,10,阴转多云,2014-12-10,北风
15,3-4级,10,多云,2014-12-11,北风
17,小于3级,7,晴,2014-12-12,北风
19,小于3级,6,晴,2014-12-13,北风
21,小于3级,8,多云,2014-12-14,北风
17,3-4级转4-5级,10,多云,2014-12-15,北风
15,4-5级转3-4级,6,晴,2014-12-16,北风
17,小于3级,5,晴,2014-12-17,西北风
14,小于3级,9,小雨,2014-12-18,北风
18,小于3级,7,多云转晴,2014-12-19,西北风
17,小于3级转3-4级,5,晴,2014-12-20,北风
16,3-4级转小于3级,5,晴,2014-12-21,北风
17,小于3级,8,多云,2014-12-22,北风
20,小于3级,11,阴,2014-12-23,北风
17,小于3级,13,多云转小雨,2014-12-24,西北风
17,小于3级,13,小雨,2014-12-25,东北风
18,小于3级,12,小雨,2014-12-26,西北风
16,小于3级,9,小雨转多云,2014-12-27,北风
18,小于3级,7,晴,2014-12-28,北风
19,小于3级,4,晴,2014-12-29,北风
22,小于3级,6,晴,2014-12-30,北风
18,3-4级,8,晴,2014-12-31,西北风
20,小于3级,6,晴,2015-01-01,北风
21,小于3级,7,晴,2015-01-02,北风
23,小于3级,8,晴转多云,2015-01-03,西北风
23,小于3级,14,多云转阴,2015-01-04,南风
24,小于3级,17,阴转小雨,2015-01-05,东北风
20,3-4级,14,小雨,2015-01-06,北风
18,3-4级转小于3级,10,多云,2015-01-07,北风
19,小于3级,6,晴,2015-01-08,西北风
18,小于3级,10,多云,2015-01-09,北风
18,小于3级,11,多云,2015-01-10,北风
14,小于3级,9,小雨转中雨,2015-01-11,北风
16,小于3级,9,中雨转小雨,2015-01-12,西北风
19,小于3级,7,多云转晴,2015-01-13,东北风
19,小于3级,6,晴,2015-01-14,北风
20,小于3级,5,晴,2015-01-15,西北风
19,小于3级,8,晴,2015-01-16,西北风
21,小于3级,8,晴,2015-01-17,北风
20,小于3级,8,晴,2015-01-18,北风
20,小于3级,7,晴转多云,2015-01-19,北风
23,小于3级,10,多云,2015-01-20,北风
21,小于3级,9,霾,2015-01-21,西北风
22,小于3级,7,晴,2015-01-22,北风
20,小于3级,10,多云转小雨,2015-01-23,北风
23,小于3级,14,多云,2015-01-24,东风
25,小于3级,15,多云,2015-01-25,北风
24,小于3级,14,多云,2015-01-26,西北风
21,小于3级,14,多云,2015-01-27,东南风
21,小于3级,13,多云,2015-01-28,东南风
18,小于3级,12,阴,2015-01-29,北风
17,小于3级,8,多云,2015-01-30,北风
18,小于3级,9,多云,2015-01-31,北风
19,小于3级,10,多云,2015-02-01,东北风
21,小于3级,11,多云,2015-02-02,北风
19,小于3级,12,多云,2015-02-03,西北风
14,3-4级,9,阴,2015-02-04,北风
17,小于3级,7,多云,2015-02-05,北风
16,小于3级,8,多云,2015-02-06,西风
18,小于3级,10,多云,2015-02-07,北风
19,小于3级,7,晴,2015-02-08,西北风
19,小于3级,7,晴,2015-02-09,西北风
20,小于3级,9,多云,2015-02-10,北风
20,小于3级,9,多云,2015-02-11,北风
20,小于3级,9,多云,2015-02-12,北风
23,小于3级,12,多云转小雨,2015-02-13,北风
23,小于3级,16,小雨转阴,2015-02-14,北风
24,小于3级,15,多云,2015-02-15,北风
23,小于3级,15,多云,2015-02-16,西北风
23,小于3级,14,多云,2015-02-17,北风
22,小于3级,15,多云,2015-02-18,北风
22,小于3级,16,阴转小雨,2015-02-19,东南风
22,小于3级,17,小雨,2015-02-20,东风
22,小于3级,17,小雨,2015-02-21,西北风
23,小于3级,18,中雨,2015-02-22,东南风
23,小于3级,19,中雨,2015-02-23,东南风
26,小于3级,18,阴,2015-02-24,暂无实况
26,小于3级,19,阴,2015-02-25,东南风
25,小于3级,20,阴,2015-02-26,东北风
25,小于3级,19,阴,2015-02-27,东南风
21,3-4级,13,小雨转阴,2015-02-28,北风
20,小于3级,13,多云,2015-03-01,北风
20,小于3级,14,阴转小雨,2015-03-02,东风
16,3-4级转小于3级,12,小雨,2015-03-03,北风
18,小于3级,12,小雨,2015-03-04,北风
17,小于3级,14,小雨,2015-03-05,北风
18,小于3级,11,阴,2015-03-06,北风
21,小于3级,14,阴转多云,2015-03-07,西北风
21,小于3级,16,阴,2015-03-08,北风
20,小于3级,15,阴转小雨,2015-03-09,北风
16,小于3级,13,阴转小雨,2015-03-10,东北风
15,小于3级,12,小雨,2015-03-11,北风
21,小于3级,13,多云,2015-03-12,北风
22,小于3级,15,多云,2015-03-13,东风
25,小于3级,18,阴,2015-03-14,东风
25,小于3级,20,阴,2015-03-15,东北风
26,小于3级,20,阴,2015-03-16,东风
26,小于3级,21,阴,2015-03-17,南风
27,小于3级,21,阴转多云,2015-03-18,东风
28,小于3级,21,多云,2015-03-19,南风
27,小于3级,20,多云,2015-03-20,西北风
25,小于3级,20,阴,2015-03-21,北风
25,小于3级,19,阴转雷阵雨,2015-03-22,北风
21,小于3级,17,阴,2015-03-23,北风
24,小于3级,17,阴,2015-03-24,北风
24,小于3级,17,阴,2015-03-25,东北风
23,小于3级,16,阴,2015-03-26,西风
26,小于3级,18,多云,2015-03-27,西北风
27,小于3级,18,多云,2015-03-28,西北风
26,小于3级,18,多云转阴,2015-03-29,南风
27,小于3级,21,多云,2015-03-30,东南风
29,小于3级,22,多云,2015-03-31,南风
28,小于3级,22,阴,2015-04-01,东南风
29,小于3级,23,多云,2015-04-02,东南风
29,小于3级,24,阴,2015-04-03,东南风
30,小于3级,24,多云,2015-04-04,南风
31,小于3级,21,多云,2015-04-05,北风
27,小于3级转3-4级,21,阴,2015-04-06,北风
21,3-4级,16,阵雨,2015-04-07,东北风
17,小于3级,12,小雨转阴,2015-04-08,北风
17,小于3级,14,小雨,2015-04-09,北风
15,小于3级,12,小到中雨转中到大雨,2015-04-10,北风
23,小于3级,14,多云,2015-04-11,北风
25,小于3级,13,多云转晴,2015-04-12,北风
27,小于3级,13,晴,2015-04-13,西北风
28,小于3级,11,晴,2015-04-14,北风
29,小于3级,14,晴,2015-04-15,北风
29,小于3级,15,晴转多云,2015-04-16,西北风
29,小于3级,20,多云,2015-04-17,东风
29,小于3级,23,多云,2015-04-18,东南风
26,小于3级,21,阵雨转中到大雨,2015-04-19,西北风
24,小于3级,18,阵雨转阴,2015-04-20,北风
27,小于3级,17,多云,2015-04-21,北风
27,小于3级,19,多云,2015-04-22,北风
27,小于3级,20,多云,2015-04-23,北风
28,小于3级,21,阴转阵雨,2015-04-24,西北风
29,小于3级,21,阴转多云,2015-04-25,南风
29,小于3级,21,多云,2015-04-26,北风
29,小于3级,21,多云,2015-04-27,东南风
29,小于3级,23,阴转雷阵雨,2015-04-28,东南风
29,小于3级,22,阵雨转雷阵雨,2015-04-29,西北风
31,小于3级,23,阴转多云,2015-04-30,南风
30,小于3级,23,雷阵雨,2015-05-01,东南风
31,小于3级,25,阴,2015-05-02,东南风
31,小于3级,24,多云转雷阵雨,2015-05-03,东南风
31,小于3级,24,雷阵雨,2015-05-04,西南风
30,小于3级,24,雷阵雨,2015-05-05,东北风
29,小于3级,24,雷阵雨,2015-05-06,东风
29,小于3级,24,雷阵雨,2015-05-07,东风
31,小于3级,24,雷雨,2015-05-08,东风
31,小于3级,24,雷雨,2015-05-09,东风
28,小于3级,23,雷雨~大雨,2015-05-10,东风
29,小于3级,20,大雨~小雨,2015-05-11,东风
29,小于3级,20,多云,2015-05-12,西北风
30,小于3级,23,多云~阴,2015-05-13,东南风
30,小于3级,24,雷雨~阴,2015-05-14,东南风
32,小于3级,25,雷雨,2015-05-15,东南风
28,小于3级,23,大雨,2015-05-16,东北风
26,小于3级,23,大雨~雷雨,2015-05-17,东南风
29,小于3级,24,中雨~雷雨,2015-05-18,东南风
32,小于3级,26,雷雨,2015-05-19,东南风
29,小于3级,23,大到暴雨,2015-05-20,西北风
28,小于3级,23,大雨~中雨,2015-05-21,东南风
32,小于3级,26,雷阵雨,2015-05-22,东北风
26,小于3级,22,大雨~,2015-05-23,微风
27,小于3级,23,小雨,2015-05-24,微风
31,小于3级,25,阵雨,2015-05-25,东北风
32,小于3级,26,雷雨,2015-05-26,东北风
32,小于3级,25,雷雨~,2015-05-27,东南风
33,小于3级,26,多云,2015-05-28,东南风
34,小于3级,27,多云,2015-05-29,东南风
33,小于3级,25,雷雨,2015-05-30,东北风
31,小于3级,26,雷雨,2015-05-31,西北风
32,小于3级,26,雷雨,2015-06-01,东南风
34,小于3级,27,阵雨~多云,2015-06-02,东南风
35,小于3级,27,多云,2015-06-03,东南风
35,小于3级,25,雷雨~中到大雨,2015-06-04,东北风
32,小于3级,25,阴~雷雨,2015-06-05,东南风
33,小于3级,26,雷雨~多云,2015-06-06,西北风
34,小于3级,26,雷雨,2015-06-07,东南风
34,小于3级,27,雷雨~多云,2015-06-08,东南风
34,小于3级,26,雷雨,2015-06-09,东北风
33,小于3级,27,雷雨,2015-06-10,东北风
34,小于3级,27,雷雨,2015-06-11,西北风
34,小于3级,26,雷雨~多云,2015-06-12,无持续风向
34,小于3级,25,雷雨~多云,2015-06-13,西北风
35,小于3级,27,雷雨~多云,2015-06-14,东南风
35,小于3级,24,多云,2015-06-15,东北风
35,小于3级,26,晴,2015-06-16,西北风
