maxtemp,power,mintemp,weather,date,wind
35,小于3级,27,晴,2015-06-17,西南风
35,小于3级,27,晴,2015-06-18,东南风
35,小于3级,27,晴,2015-06-19,东南风
35,小于3级,28,晴~多云,2015-06-20,东北风
35,小于3级,27,雷雨~多云,2015-06-21,东北风
33,小于3级,25,雷雨~中到大雨,2015-06-22,东南风
30,小于3级,25,大雨,2015-06-23,东北风
31,小于3级,26,中到大雨~雷雨,2015-06-24,东南风
33,小于3级,26,雷雨,2015-06-25,东南风
34,小于3级,27,雷雨~多云,2015-06-26,东南风
35,小于3级,27,晴,2015-06-27,东南风
35,小于3级,28,晴,2015-06-28,东南风
35,小于3级,28,晴,2015-06-29,东南风
36,小于3级,28,晴,2015-06-30,东南风
36,小于3级,28,晴,2015-07-01,东南风
36,小于3级,28,晴~多云,2015-07-02,东南风
36,小于3级,28,多云,2015-07-03,东南风
36,小于3级,27,雷雨,2015-07-04,东南风
32,小于3级,25,雷雨,2015-07-05,西北风
32,小于3级,26,阵雨~阴,2015-07-06,西北风
32,小于3级,26,多云,2015-07-07,西北风
32,小于3级,25,多云~阴,2015-07-08,东北风
30,小于3级,25,中到大雨~阵雨,2015-07-09,东北风
32,小于3级,25,多云,2015-07-10,东北风
34,小于3级,26,晴,2015-07-11,西北风
35,小于3级,27,晴,2015-07-12,西北风
36,小于3级,27,晴,2015-07-13,东北风
36,小于3级,28,晴~多云,2015-07-14,东南风
36,小于3级,28,多云,2015-07-15,东南风
35,小于3级,26,多云~中到大雨,2015-07-16,西北风
32,小于3级,26,雷阵雨,2015-07-17,微风
33,小于3级,26,雷阵雨,2015-07-18,东南风
34,小于3级,25,雷阵雨,2015-07-19,西北风
33,小于3级,25,大雨,2015-07-20,西北风
29,小于3级,25,大雨~中雨,2015-07-21,东南风
32,小于3级,26,阴,2015-07-22,西北风
32,小于3级,25,雷阵雨~大雨,2015-07-23,东南风
29,小于3级,25,大雨,2015-07-24,东南风
32,小于3级,25,雷阵雨,2015-07-25,东南风
32,小于3级,26,雷阵雨,2015-07-26,东南风
32,小于3级,26,雷阵雨~多云,2015-07-27,微风
33,小于3级,25,雷阵雨,2015-07-28,微风
32,小于3级,25,雷阵雨~多云,2015-07-29,东南风
31,小于3级,25,雷阵雨~多云,2015-07-30,东北风
33,小于3级,25,雷阵雨~多云,2015-07-31,东南风
34,小于3级,25,多云~晴,2015-08-01,东北风
34,小于3级,26,晴,2015-08-02,西北风
35,小于3级,26,晴,2015-08-03,东北风
35,小于3级,26,晴,2015-08-04,西北风
35,小于3级,26,晴,2015-08-05,微风
35,小于3级,27,晴,2015-08-06,西北风
36,小于3级,27,晴,2015-08-07,西北风
36,小于3级,28,晴~多云,2015-08-08,东北风
36,小于3级,26,雷阵雨,2015-08-09,微风
32,小于3级,25,雷阵雨,2015-08-10,西北风
31,小于3级,26,雷阵雨~阴,2015-08-11,东北风
33,小于3级,26,雷阵雨,2015-08-12,东南风
33,小于3级,26,雷阵雨,2015-08-13,西北风
31,小于3级,26,雷阵雨,2015-08-14,东南风
31,小于3级,25,雷阵雨,2015-08-15,东北风
32,小于3级,25,雷阵雨~多云,2015-08-16,微风
34,小于3级,27,多云~晴,2015-08-17,西北风
35,小于3级,27,晴,2015-08-18,东南风
36,小于3级,28,晴~多云,2015-08-19,西北风
35,小于3级,28,雷阵雨~多云,2015-08-20,西北风
35,小于3级,27,晴,2015-08-21,西北风
35,小于3级,27,晴,2015-08-22,西北风
35,小于3级,27,晴,2015-08-23,东北风
35,小于3级,27,晴,2015-08-24,西北风
35,小于3级,25,晴,2015-08-25,西北风
35,小于3级,26,晴~多云,2015-08-26,西北风
34,小于3级,26,雷阵雨,2015-08-27,西北风
33,小于3级,26,雷阵雨,2015-08-28,西北风
31,小于3级,25,雷阵雨,2015-08-29,东北风
30,小于3级,24,大雨~雷阵雨,2015-08-30,微风
30,小于3级,25,大雨~雷阵雨,2015-08-31,东北风
30,小于3级,25,大到暴雨~雷阵雨,2015-09-01,东北风
30,小于3级,25,雷阵雨~多云,2015-09-02,东南风
31,小于3级,25,雷阵雨~多云,2015-09-03,东北风
33,小于3级,25,晴,2015-09-04,西北风
34,小于3级,26,晴~多云,2015-09-05,西南风
35,小于3级,26,晴~雷阵雨,2015-09-06,西北风
29,小于3级,26,中到大雨~雷阵雨,2015-09-07,西南风
32,小于3级,25,雷阵雨~多云,2015-09-08,西北风
33,小于3级,25,多云,2015-09-09,西北风
32,小于3级,26,晴,2015-09-10,东南风
32,小于3级,26,多云,2015-09-11,东南风
32,小于3级,24,多云,2015-09-12,东北风
30,小于3级,24,多云,2015-09-13,东北风
31,小于3级,23,多云,2015-09-14,西北风
32,小于3级,25,多云,2015-09-15,西北风
32,小于3级,25,多云,2015-09-16,西北风
33,小于3级,25,晴,2015-09-17,西北风
33,小于3级,26,晴~多云,2015-09-18,东南风
33,小于3级,25,雷阵雨,2015-09-19,东南风
30,小于3级,24,中雨~中到大雨,2015-09-20,西北风
29,小于3级,23,中雨~阵雨,2015-09-21,西北风
31,小于3级,24,多云,2015-09-22,东北风
33,小于3级,26,多云~晴,2015-09-23,西南风
34,小于3级,26,晴,2015-09-24,东北风
34,小于3级,26,晴~多云,2015-09-25,西北风
32,小于3级,26,多云,2015-09-26,西北风
34,小于3级,25,晴,2015-09-27,东北风
33,小于3级,25,晴~多云,2015-09-28,东北风
33,小于3级,25,多云,2015-09-29,西北风
32,小于3级,26,多云,2015-09-30,东北风
32,小于3级,24,多云~晴,2015-10-01,东北风
31,小于3级,25,晴,2015-10-02,西北风
31,小于3级,24,多云~阵雨,2015-10-03,东北风
27,小于3级,24,大到暴雨~小到中雨,2015-10-04,东北风
28,小于3级,24,中雨~阵雨,2015-10-05,东南风
28,小于3级,24,阵雨~中雨,2015-10-06,东北风
28,小于3级,24,中雨~阵雨,2015-10-07,西北风
30,小于3级,24,阴,2015-10-08,西北风
29,小于3级,21,晴,2015-10-09,东北风
27,小于3级,19,多云~小到中雨,2015-10-10,东北风
21,小于3级,18,小雨,2015-10-11,西北风
25,小于3级,17,多云,2015-10-12,西北风
27,小于3级,19,多云~晴,2015-10-13,西北风
30,小于3级,19,晴,2015-10-14,西北风
30,小于3级,20,霾,2015-10-15,西北风
31,小于3级,20,晴,2015-10-16,西北风
31,小于3级,19,晴,2015-10-17,西北风
31,小于3级,19,晴,2015-10-18,西北风
31,小于3级,20,晴,2015-10-19,西北风
29,小于3级,21,多云,2015-10-20,西北风
30,小于3级,21,多云,2015-10-21,西北风
31,小于3级,22,多云,2015-10-22,西北风
31,小于3级,22,晴,2015-10-23,西北风
31,小于3级,22,晴~多云,2015-10-24,西北风
29,小于3级,24,多云,2015-10-25,西北风
31,小于3级,23,多云,2015-10-26,西北风
29,小于3级,22,小雨~多云,2015-10-27,西北风
30,小于3级,23,多云,2015-10-28,东南风
31,小于3级,24,多云~晴,2015-10-29,西北风
30,小于3级,20,多云~小雨,2015-10-30,东北风
25,小于3级,18,小雨~多云,2015-10-31,西北风
22,小于3级,16,多云,2015-11-01,西北风
24,小于3级,17,多云,2015-11-02,西北风
26,小于3级,19,多云,2015-11-03,西北风
28,小于3级,20,多云,2015-11-04,西北风
30,小于3级,22,多云,2015-11-05,东南风
29,小于3级,23,多云,2015-11-06,西北风
29,小于3级,24,多云,2015-11-07,微风
30,小于3级,23,多云,2015-11-08,西北风
28,小于3级,20,小雨~阴,2015-11-09,东北风
25,小于3级,20,阴,2015-11-10,微风
25,小于3级,21,阴,2015-11-11,西北风
25,小于3级,19,阴~小到中雨,2015-11-12,西北风
19,小于3级,17,中到大雨,2015-11-13,东北风
23,小于3级,18,阴~多云,2015-11-14,西北风
27,小于3级,22,阴~小到中雨,2015-11-15,东南风
27,小于3级,22,小雨~阴,2015-11-16,东南风
29,小于3级,21,多云,2015-11-17,西北风
30,小于3级,21,多云,2015-11-18,西北风
29,小于3级,22,多云,2015-11-19,西北风
29,小于3级,21,多云~阴,2015-11-20,西北风
27,小于3级,21,小雨~多云,2015-11-21,西北风
28,小于3级,20,多云,2015-11-22,西北风
29,小于3级,20,多云~阴,2015-11-23,东北风
28,小于3级,16,晴~多云,2015-11-24,西北风
21,小于3级,13,多云,2015-11-25,西北风
20,小于3级,10,晴,2015-11-26,东北风
20,小于3级,12,晴~多云,2015-11-27,西北风
21,小于3级,14,阴~多云,2015-11-28,西北风
22,小于3级,15,多云,2015-11-29,西北风
23,小于3级,16,多云,2015-11-30,西北风
23,小于3级,18,多云,2015-12-01,西北风
26,小于3级,14,小雨,2015-12-02,东北风
17,小于3级,13,小雨~阴,2015-12-03,西北风
17,小于3级,13,小雨~阴,2015-12-04,西北风
16,小于3级,12,中到大雨~中雨,2015-12-05,东北风
17,小于3级,11,多云,2015-12-06,西北风
18,小于3级,11,多云,2015-12-07,西北风
17,小于3级,12,多云~小到中雨,2015-12-08,西北风
15,小于3级,12,大雨~中雨,2015-12-09,西北风
19,小于3级,12,多云,2015-12-10,西北风
20,小于3级,14,多云,2015-12-11,东北风
19,小于3级,15,多云,2015-12-12,东南风
21,小于3级,15,小雨,2015-12-13,西北风
17,小于3级,12,小雨~阴,2015-12-14,西北风
18,小于3级,10,多云,2015-12-15,东北风
17,小于3级,7,多云,2015-12-16,东北风
15,小于3级,6,晴,2015-12-17,无持续风向
16,小于3级,7,晴,2015-12-18,西北风
19,小于3级,10,晴~多云,2015-12-19,西北风
19,小于3级,14,多云~小雨,2015-12-20,西北风
19,小于3级,16,小雨~阴,2015-12-21,西北风
20,小于3级,17,阴,2015-12-22,东北风
24,小于3级,18,霾,2015-12-23,微风
25,小于3级,13,小雨,2015-12-24,西北风
16,小于3级,12,多云,2015-12-25,东北风
16,小于3级,12,小雨,2015-12-26,西北风
16,小于3级,11,小雨~阴,2015-12-27,东北风
18,小于3级,11,多云,2015-12-28,东北风
17,小于3级,11,阴~小雨,2015-12-29,西北风
16,小于3级,11,小雨~阴,2015-12-30,东北风
18,小于3级,11,多云,2015-12-31,西北风
21,小于3级,12,晴~多云,2016-01-01,西北风
22,小于3级,15,多云~阴,2016-01-02,西北风
24,小于3级,18,阴,2016-01-03,东北风
24,小于3级,18,小雨,2016-01-04,东南风
22,小于3级,16,中到大雨~小雨,2016-01-05,东北风
24,小于3级,12,晴~多云,2016-01-06,东北风
20,小于3级,13,多云,2016-01-07,西北风
21,小于3级,14,多云,2016-01-08,西北风
19,小于3级,14,多云~阴,2016-01-09,东南风
19,小于3级,13,小到中雨~中到大雨,2016-01-10,东北风
17,小于3级,11,多云,2016-01-11,西北风
17,小于3级,12,阴,2016-01-12,东北风
18,小于3级,10,多云,2016-01-13,西北风
17,小于3级,12,阴~小到中雨,2016-01-14,东北风
14,小于3级,12,中雨~小到中雨,2016-01-15,东北风
15,小于3级,12,小雨~中雨,2016-01-16,东北风
16,小于3级,9,小雨~多云,2016-01-17,西北风
19,小于3级,10,晴~多云,2016-01-18,西北风
17,小于3级,12,多云~小雨,2016-01-19,西北风
15,小于3级,12,小雨,2016-01-20,西北风
14,小于3级,10,小到中雨,2016-01-21,西北风
9,小于3级,4,小到中雨~小雨,2016-01-22,东北风
6,小于3级,2,阴,2016-01-23,东北风
6,小于3级,0,小雨~多云,2016-01-24,东北风
9,小于3级,2,多云,2016-01-25,西北风
11,小于3级,9,小雨~中到大雨,2016-01-26,西北风
10,小于3级,6,中到大雨,2016-01-27,西北风
14,小于3级,10,大到暴雨,2016-01-28,东北风
18,小于3级,11,小雨~阴,2016-01-29,西北风
18,小于3级,11,多云~阴,2016-01-30,东北风
15,小于3级,8,小雨~中到大雨,2016-01-31,东北风
9,小于3级,7,中雨~小雨,2016-02-01,西北风
10,小于3级,6,小雨~阴,2016-02-02,东北风
13,小于3级,7,阴,2016-02-03,西北风
15,小于3级,8,阴~多云,2016-02-04,东北风
16,小于3级,7,多云~晴,2016-02-05,东北风
16,小于3级,6,晴,2016-02-06,西北风
17,小于3级,5,晴,2016-02-07,西北风
20,小于3级,6,晴~多云,2016-02-08,西北风
22,小于3级,7,晴~多云,2016-02-09,西北风
21,小于3级,15,小雨,2016-02-10,东北风
22,小于3级,17,小雨,2016-02-11,东南风
24,小于3级,20,小雨,2016-02-12,东南风
27,小于3级,17,阴~小雨,2016-02-13,东南风
19,小于3级,8,阴,2016-02-14,东北风
12,小于3级,9,阴,2016-02-15,东北风
14,小于3级,8,阴~多云,2016-02-16,西北风
15,小于3级,11,阴,2016-02-17,西北风
16,小于3级,12,多云~阴,2016-02-18,东北风
15,小于3级,11,小雨~阴,2016-02-19,东北风
20,小于3级,10,多云,2016-02-20,西北风
18,小于3级,14,阴~小雨,2016-02-21,东南风
16,小于3级,11,小雨,2016-02-22,西北风
14,小于3级,10,小雨,2016-02-23,东北风
13,小于3级,10,阴,2016-02-24,东北风
14,小于3级,11,阴,2016-02-25,西北风
14,小于3级,11,阴~多云,2016-02-26,东北风
19,小于3级,9,晴,2016-02-27,西北风
21,小于3级,10,晴,2016-02-28,西北风
23,小于3级,9,晴,2016-02-29,西北风
25,小于3级,11,晴,2016-03-01,西南风
24,小于3级,12,晴,2016-03-02,西北风
24,小于3级,13,晴~多云,2016-03-03,西北风
24,小于3级,16,多云,2016-03-04,西北风
24,小于3级,18,多云,2016-03-05,西北风
25,小于3级,18,多云,2016-03-06,东北风
27,小于3级,18,多云,2016-03-07,东南风
25,小于3级,19,多云,2016-03-08,东南风
21,小于3级,10,大雨,2016-03-09,无持续风向
11,小于3级,8,大雨~小雨,2016-03-10,西北风
11,小于3级,7,阴,2016-03-11,东北风
14,小于3级,9,阴,2016-03-12,西北风
14,小于3级,11,中雨~小雨,2016-03-13,西北风
18,小于3级,12,多云~阴,2016-03-14,东南风
17,小于3级,14,阴,2016-03-15,东北风
17,小于3级,13,小雨,2016-03-16,东北风
17,小于3级,14,小雨,2016-03-17,东北风
21,小于3级,18,小到中雨~小雨,2016-03-18,东南风
25,小于3级,20,小雨~中雨,2016-03-19,微风
23,小于3级,19,中到大雨~大雨,2016-03-20,东南风
21,小于3级,18,大到暴雨~暴雨,2016-03-21,东北风
20,小于3级,18,大雨,2016-03-22,西南风
20,小于3级,14,大到暴雨~大雨,2016-03-23,东北风
16,小于3级,12,中雨~小雨,2016-03-24,东北风
18,小于3级,9,阴~多云,2016-03-25,东北风
21,小于3级,10,晴,2016-03-26,西北风
23,小于3级,10,晴,2016-03-27,西北风
23,小于3级,11,晴~多云,2016-03-28,西北风
23,小于3级,16,多云,2016-03-29,西北风
23,小于3级,18,阴,2016-03-30,东北风
25,小于3级,19,多云,2016-03-31,东北风
27,小于3级,20,阴~多云,2016-04-01,东南风
27,小于3级,20,阴,2016-04-02,东南风
26,小于3级,20,雷阵雨~中到大雨,2016-04-03,东南风
24,小于3级,20,中到大雨~阵雨,2016-04-04,西南风
27,小于3级,21,阴,2016-04-05,西南风
27,小于3级,22,阴,2016-04-06,东南风
28,小于3级,21,雷阵雨,2016-04-07,东南风
28,小于3级,23,多云,2016-04-08,东南风
29,小于3级,22,阵雨~多云,2016-04-09,西北风
25,小于3级,21,中雨~阵雨,2016-04-10,东北风
25,小于3级,21,阴,2016-04-11,东南风
25,小于3级,20,中到大雨,2016-04-12,东南风
25,小于3级,20,阵雨,2016-04-13,东南风
27,小于3级,23,阵雨~多云,2016-04-14,东南风
27,小于3级,22,小雨,2016-04-15,东南风
26,小于3级,23,雷阵雨,2016-04-16,东南风
27,小于3级,19,大雨~大到暴雨,2016-04-17,无持续风向
25,小于3级,19,阵雨~多云,2016-04-18,西北风
26,小于3级,21,多云,2016-04-19,东南风
26,小于3级,21,中雨~大雨,2016-04-20,西北风
26,小于3级,21,中到大雨,2016-04-21,东南风
26,小于3级,22,中到大雨,2016-04-22,东南风
26,小于3级,21,大到暴雨,2016-04-23,东北风
26,小于3级,21,大雨,2016-04-24,东北风
29,小于3级,23,雷阵雨,2016-04-25,东南风
28,小于3级,23,大雨~雷阵雨,2016-04-26,微风
30,小于3级,22,多云,2016-04-27,无持续风向
31,小于3级,22,多云,2016-04-28,西北风
29,小于3级,22,多云,2016-04-29,东北风
27,小于3级,22,雷阵雨~多云,2016-04-30,东北风
28,小于3级,21,多云,2016-05-01,东南风
29,小于3级,23,多云~雷阵雨,2016-05-02,东南风
30,小于3级,24,多云,2016-05-03,东南风
30,小于3级,23,多云,2016-05-04,东南风
31,小于3级,24,雷阵雨,2016-05-05,东南风
31,小于3级,25,雷阵雨,2016-05-06,西北风
31,小于3级,25,多云,2016-05-07,东南风
32,小于3级,25,多云,2016-05-08,东南风
32,小于3级,24,雷阵雨~大到暴雨,2016-05-09,东南风
29,小于3级,23,雷阵雨~阵雨,2016-05-10,西北风
31,小于3级,21,晴,2016-05-11,西北风
32,小于3级,23,多云,2016-05-12,微风
31,小于3级,24,多云,2016-05-13,西北风
31,小于3级,25,多云,2016-05-14,东北风
30,小于3级,20,中到大雨~阴,2016-05-15,西北风
27,小于3级,19,多云,2016-05-16,西北风
28,小于3级,20,多云,2016-05-17,东南风
28,小于3级,23,多云,2016-05-18,西南风
29,小于3级,24,多云,2016-05-19,东南风
27,小于3级,22,暴雨,2016-05-20,东南风
27,小于3级,23,阵雨~多云,2016-05-21,东北风
31,小于3级,23,晴,2016-05-22,西北风
31,小于3级,24,晴~多云,2016-05-23,东北风
32,小于3级,24,多云,2016-05-24,东南风
33,小于3级,26,多云,2016-05-25,东南风
33,小于3级,25,多云~雷阵雨,2016-05-26,东北风
31,小于3级,25,大雨~雷阵雨,2016-05-27,东南风
30,小于3级,25,中雨,2016-05-28,东北风
32,小于3级,26,雷阵雨,2016-05-29,西北风
33,小于3级,26,多云,2016-05-30,东南风
35,小于3级,27,多云,2016-05-31,东南风
35,小于3级,27,晴,2016-06-01,东南风
35,小于3级,27,晴,2016-06-02,东南风
35,小于3级,27,雷阵雨,2016-06-03,东北风
35,小于3级,24,雷阵雨~大雨,2016-06-04,西北风
29,小于3级,24,大到暴雨~中到大雨,2016-06-05,西北风
30,小于3级,24,雷阵雨~多云,2016-06-06,东北风
32,小于3级,25,多云~雷阵雨,2016-06-07,微风
31,小于3级,24,雷阵雨,2016-06-08,微风
31,小于3级,25,雷阵雨,2016-06-09,西北风
32,小于3级,25,雷阵雨,2016-06-10,东北风
31,小于3级,26,大雨,2016-06-11,东北风
31,小于3级,25,大雨~中到大雨,2016-06-12,西北风
31,小于3级,25,中到大雨~雷阵雨,2016-06-13,西北风
33,小于3级,25,大雨~大到暴雨,2016-06-14,西北风
33,小于3级,25,大到暴雨,2016-06-15,东北风
31,小于3级,25,中到大雨~雷阵雨,2016-06-16,西南风
32,小于3级,26,雷阵雨~多云,2016-06-17,东北风
34,小于3级,26,多云~晴,2016-06-18,东南风
35,小于3级,26,晴~多云,2016-06-19,西南风
33,小于3级,26,晴,2016-06-20,东南风
35,小于3级,27,晴,2016-06-21,东南风
36,小于3级,26,多云,2016-06-22,东南风
35,小于3级,27,晴,2016-06-23,东南风
35,小于3级,27,晴~雷阵雨,2016-06-24,无持续风向
35,小于3级,27,多云,2016-06-25,东北风
35,小于3级,28,晴~多云,2016-06-26,东南风
36,小于3级,27,晴~多云,2016-06-27,西北风
33,小于3级,26,雷阵雨,2016-06-28,西北风
32,小于3级,26,雷阵雨,2016-06-29,东北风
31,小于3级,26,中雨~中到大雨,2016-06-30,东南风
32,小于3级,26,中雨~雷阵雨,2016-07-01,东南风
32,小于3级,26,中雨,2016-07-02,东南风
33,小于3级,26,中雨~中到大雨,2016-07-03,东南风
32,小于3级,26,雷阵雨,2016-07-12,西南风
31,小于3级,26,雷阵雨,2016-07-13,北风
33,小于3级,26,雷阵雨,2016-07-14,东南风
34,小于3级,26,雷阵雨转多云,2016-07-15,东北风
35,小于3级,27,晴,2016-07-16,东风
35,小于3级,27,晴,2016-07-17,东风
35,小于3级,27,晴转多云,2016-07-18,南风
35,小于3级,27,多云,2016-07-19,东南风
35,小于3级,27,多云,2016-07-20,东南风
36,小于3级,27,晴,2016-07-21,南风
36,小于3级,27,晴,2016-07-22,东风
36,小于3级,27,晴,2016-07-23,东南风
36,小于3级,27,晴,2016-07-24,西南风
37,小于3级,28,晴,2016-07-25,南风
36,小于3级,26,多云,2016-07-26,东南风
34,小于3级,27,雷阵雨,2016-07-27,东南风
35,小于3级,27,多云,2016-07-28,西风
36,小于3级,27,晴,2016-07-29,南风
37,小于3级,28,晴,2016-07-30,西北风
37,小于3级,27,雷阵雨,2016-07-31,南风
35,微风,25,雷阵雨,2016-08-01,微风
29,1级,25,大暴雨,2016-08-02,微风
31,1级,25,雷阵雨,2016-08-03,东风
32,2级,26,多云,2016-08-04,东南风
34,1级,26,多云,2016-08-05,北风
35,1级,27,晴,2016-08-06,东北风
36,1级,27,晴,2016-08-07,东风
35,1级,27,雷阵雨,2016-08-08,东北风
34,2级,25,雷阵雨,2016-08-09,北风
31,1级,26,中到大雨,2016-08-10,北风
32,1级,26,雷阵雨,2016-08-11,西南风
30,1级,26,大雨,2016-08-12,东北风
32,1级,25,雷阵雨,2016-08-13,东北风
32,1级,26,中雨,2016-08-14,南风
31,微风,25,大雨,2016-08-15,南风
31,1级,25,大雨,2016-08-16,东风
31,2级,25,雷阵雨,2016-08-17,东南风
30,2级,25,大雨,2016-08-18,东风
32,1级,26,雷阵雨,2016-08-19,东南风
34,微风,26,多云,2016-08-20,西南风
35,2级,27,雷阵雨,2016-08-21,南风
35,2级,27,多云,2016-08-22,东南风
35,微风,27,多云,2016-08-23,西风
36,1级,28,多云,2016-08-24,东北风
36,1级,27,多云,2016-08-25,东北风
35,1级,25,雷阵雨,2016-08-26,北风
32,2级,24,雷阵雨,2016-08-27,东北风
33,2级,26,多云,2016-08-28,东北风
33,2级,26,晴,2016-08-29,东北风
32,1级,25,多云,2016-08-30,西南风
33,1级,25,雷阵雨,2016-08-31,东风
32,1级,25,中到大雨,2016-09-01,北风
31,1级,25,中到大雨,2016-09-02,东南风
31,1级,25,中雨,2016-09-03,东南风
31,1级,26,雷阵雨,2016-09-04,东风
32,2级,26,雷阵雨,2016-09-05,东风
33,1级,26,雷阵雨,2016-09-06,东北风
31,1级,25,中雨,2016-09-07,西风
32,1级,26,雷阵雨,2016-09-08,东北风
32,1级,26,雷阵雨,2016-09-09,东风
30,1级,25,大雨,2016-09-10,东北风
30,1级,25,小到中雨,2016-09-11,南风
33,1级,24,多云,2016-09-12,北风
35,1级,26,多云,2016-09-13,东北风
35,1级,26,多云,2016-09-14,东北风
34,1级,25,晴,2016-09-15,北风
34,2级,25,晴,2016-09-16,东北风
34,1级,25,晴,2016-09-17,东北风
33,2级,25,晴,2016-09-18,北风
32,2级,23,晴,2016-09-19,北风
31,1级,24,多云,2016-09-20,东风
31,1级,24,多云,2016-09-21,北风
32,1级,24,晴,2016-09-22,西南风
32,1级,25,晴,2016-09-23,南风
32,1级,25,多云,2016-09-24,东南风
33,1级,26,多云,2016-09-25,西北风
34,1级,26,多云,2016-09-26,东北风
35,1级,27,多云,2016-09-27,南风
34,2级,28,多云,2016-09-28,南风
28,1级,21,阵雨,2016-09-29,东风
26,1级,20,阵雨,2016-09-30,北风
28,1级,20,阵雨,2016-10-01,东风
31,1级,23,多云,2016-10-02,西风
33,微风,24,多云,2016-10-03,南风
32,1级,24,多云,2016-10-04,东风
33,1级,23,多云,2016-10-05,北风
32,1级,25,多云,2016-10-06,东北风
31,1级,25,多云,2016-10-07,北风
31,2级,24,雷阵雨,2016-10-08,东北风
30,2级,22,多云,2016-10-09,东北风
30,2级,22,多云,2016-10-10,北风
28,2级,21,小雨,2016-10-11,北风
25,2级,20,小到中雨,2016-10-12,东北风
28,1级,22,多云,2016-10-13,东北风
30,1级,20,多云,2016-10-14,东北风
31,1级,21,多云,2016-10-15,东北风
32,2级,24,晴,2016-10-16,北风
32,2级,23,多云,2016-10-17,北风
26,1级,23,大雨,2016-10-18,东北风
27,1级,23,阵雨,2016-10-19,东南风
31,2级,24,多云,2016-10-20,北风
27,2级,24,暴雨,2016-10-21,西风
30,1级,24,多云,2016-10-22,东南风
31,1级,24,多云,2016-10-23,东风
30,2级,24,多云,2016-10-24,东南风
31,2级,24,多云,2016-10-25,东南风
32,1级,25,晴,2016-10-26,东北风
33,1级,24,晴,2016-10-27,东南风
33,1级,22,晴,2016-10-28,东北风
29,2级,20,多云,2016-10-29,东北风
28,1级,19,晴,2016-10-30,东北风
27,2级,19,多云,2016-10-31,东北风
26,3级,17,多云,2016-11-01,北风
25,2级,17,多云,2016-11-02,东北风
25,2级,16,多云,2016-11-03,东北风
26,1级,17,晴,2016-11-04,东北风
27,1级,17,晴,2016-11-05,北风
28,1级,19,晴,2016-11-06,东北风
29,1级,19,多云,2016-11-07,东北风
25,2级,15,多云,2016-11-08,北风
19,2级,12,阴,2016-11-09,东北风
16,1级,13,小雨,2016-11-10,北风
16,1级,12,阴,2016-11-11,东北风
22,1级,16,阴,2016-11-12,西南风
28,1级,21,多云,2016-11-13,东南风
29,1级,20,多云,2016-11-14,东北风
29,1级,20,多云,2016-11-15,南风
30,1级,21,多云,2016-11-16,南风
30,1级,21,多云,2016-11-17,东北风
28,1级,22,多云,2016-11-18,东北风
27,微风,22,阵雨,2016-11-19,东北风
26,微风,22,小到中雨,2016-11-20,南风
27,1级,22,阵雨,2016-11-21,东风
26,1级,18,中到大雨,2016-11-22,东风
18,3级,10,小雨,2016-11-23,东北风
14,2级,10,阴,2016-11-24,北风
14,1级,11,小雨,2016-11-25,南风
12,2级,10,中到大雨,2016-11-26,东北风
17,1级,10,多云,2016-11-27,北风
20,1级,11,晴,2016-11-28,东北风
20,1级,11,阴,2016-11-29,西风
19,1级,11,多云,2016-11-30,东北风
