,maxtemp,power,mintemp,weather,wind
2014-07-10,35,小于3级,26,雷阵雨,北风
2014-07-11,33,小于3级,26,雷阵雨,北风
2014-07-12,34,小于3级,26,多云转雷阵雨,北风
2014-07-13,34,小于3级,26,晴,北风
2014-07-14,35,小于3级,26,晴,南风
2014-07-15,35,小于3级,25,晴,东风
2014-07-16,32,小于3级,26,多云转雷阵雨,北风
2014-07-17,30,3-4级转小于3级,25,中到大雨,东南风
2014-07-18,31,3-4级,25,大雨,东风
2014-07-19,33,小于3级,25,雷阵雨转多云,东南风
2014-07-20,34,小于3级,26,多云,西北风
2014-07-21,35,小于3级,26,晴,西风
2014-07-22,36,小于3级,26,晴转多云,北风
2014-07-23,34,小于3级,26,雷阵雨,南风
2014-07-24,33,小于3级,26,雷阵雨,东风
2014-07-25,33,小于3级,25,雷阵雨,东北风
2014-07-26,33,小于3级,25,雷阵雨,东风
2014-07-27,34,小于3级,24,多云,西北风
2014-07-28,35,小于3级,25,多云转晴,北风
2014-07-29,35,小于3级,25,晴,西南风
2014-07-30,36,小于3级,26,晴,西北风
2014-07-31,36,小于3级,26,晴,北风
2014-08-01,35,小于3级,26,雷阵雨,南风
2014-08-02,35,小于3级,25,雷阵雨,东风
2014-08-03,35,小于3级,25,雷阵雨转多云,北风
2014-08-04,34,小于3级,26,雷阵雨,东北风
2014-08-05,34,小于3级,26,多云转雷阵雨,南风
2014-08-06,34,小于3级,26,雷阵雨,东南风
2014-08-07,33,小于3级,26,雷阵雨,西风
2014-08-08,33,小于3级,25,雷阵雨,西南风
2014-08-09,33,小于3级,25,雷阵雨,东南风
2014-08-10,33,小于3级,26,雷阵雨,南风
2014-08-11,33,小于3级,26,雷阵雨,南风
2014-08-12,30,小于3级,24,大雨,东南风
2014-08-13,31,小于3级,24,中到大雨转雷阵雨,东北风
2014-08-14,33,小于3级,25,多云,西南风
2014-08-15,34,小于3级,25,多云,西南风
2014-08-16,34,小于3级,25,多云,西南风
2014-08-17,34,小于3级,25,多云,北风
2014-08-18,32,小于3级,24,大雨转大到暴雨,南风
2014-08-19,30,小于3级,24,暴雨转大雨,西北风
2014-08-20,31,小于3级,25,雷阵雨转多云,东南风
2014-08-21,33,小于3级,25,雷阵雨转多云,西北风
2014-08-22,33,小于3级,25,多云,北风
2014-08-23,35,小于3级,25,多云,南风
2014-08-24,35,小于3级,25,晴,北风
2014-08-25,35,小于3级,25,晴转多云,东风
2014-08-26,33,小于3级,25,多云转雷阵雨,北风
2014-08-27,33,小于3级,25,多云,东风
2014-08-28,34,小于3级,25,多云,北风
2014-08-29,34,小于3级,25,晴,北风
2014-08-30,34,小于3级,25,晴,西北风
2014-08-31,33,小于3级,25,多云,东南风
2014-09-01,34,小于3级,24,晴,北风
2014-09-02,34,小于3级,25,晴,西风
2014-09-03,33,小于3级,25,多云转雷阵雨,北风
2014-09-04,32,小于3级,24,雷阵雨转多云,南风
2014-09-05,33,小于3级,24,雷阵雨转多云,北风
2014-09-06,34,小于3级,25,多云,东风
2014-09-07,33,小于3级,25,雷阵雨,北风
2014-09-08,34,小于3级,25,多云,西北风
2014-09-09,34,小于3级,25,多云,南风
2014-09-10,34,小于3级,25,多云,东风
2014-09-11,33,小于3级,25,多云转雷阵雨,北风
2014-09-12,33,小于3级,25,雷阵雨转多云,东北风
2014-09-13,34,小于3级,25,阵雨转多云,北风
2014-09-14,35,3-4级,25,多云转大雨,北风
2014-09-15,30,4-5级,25,大雨,东风
2014-09-16,31,3-4级转小于3级,25,中雨转阵雨,东风
2014-09-17,33,小于3级,25,多云,西北风
2014-09-18,35,小于3级,24,多云,西北风
2014-09-19,30,3-4级,23,晴,北风
2014-09-20,30,3-4级,23,晴,北风
2014-09-21,31,小于3级,23,多云,北风
2014-09-22,31,小于3级,23,多云,北风
2014-09-23,33,小于3级,23,晴,北风
2014-09-24,33,小于3级,23,晴,北风
2014-09-25,33,小于3级,24,晴,西北风
2014-09-26,33,小于3级,24,晴,北风
2014-09-27,33,小于3级,23,晴,北风
2014-09-28,34,小于3级,24,晴,西北风
2014-09-29,32,小于3级,24,多云,北风
2014-09-30,32,小于3级,24,多云,北风
2014-10-01,33,小于3级,23,多云,北风
2014-10-02,33,小于3级,23,多云,西北风
2014-10-03,33,小于3级,23,多云,北风
2014-10-04,31,小于3级,22,多云,北风
2014-10-05,30,小于3级,18,晴,东北风
2014-10-06,31,小于3级,18,晴,北风
2014-10-07,30,小于3级,18,晴,东北风
2014-10-08,30,小于3级,18,晴,西北风
2014-10-09,30,小于3级,21,晴,北风
2014-10-10,30,小于3级,21,晴,北风
2014-10-11,29,3-4级,19,晴,北风
2014-10-12,29,3-4级,19,晴,北风
2014-10-13,30,小于3级,17,晴,北风
2014-10-14,30,小于3级,17,晴,北风
2014-10-15,30,小于3级,18,晴,北风
2014-10-16,30,小于3级,18,晴,北风
2014-10-17,30,小于3级,19,晴,北风
2014-10-18,30,小于3级,19,晴,北风
2014-10-19,30,小于3级,20,多云,北风
2014-10-20,30,小于3级,20,多云,北风
2014-10-21,29,小于3级,21,多云,北风
2014-10-22,27,小于3级,20,多云,西北风
2014-10-23,27,小于3级,20,多云,西北风
2014-10-24,30,小于3级,21,阴转多云,西北风
2014-10-25,30,小于3级,21,阴转多云,北风
2014-10-26,30,小于3级,22,多云,北风
2014-10-27,30,小于3级,20,多云,西北风
2014-10-28,30,小于3级,21,多云,东北风
2014-10-29,31,小于3级,20,晴,东风
2014-10-30,31,小于3级,20,晴,北风
2014-10-31,31,小于3级,20,晴,北风
2014-11-01,24,3-4级转小于3级,18,阴转多云,北风
2014-11-02,25,小于3级,17,多云,东南风
2014-11-03,25,小于3级,17,多云,北风
2014-11-04,24,小于3级,20,小雨转阴,北风
2014-11-05,24,小于3级,20,小雨转阴,北风
2014-11-06,23,小于3级,19,阴转小雨,北风
2014-11-07,19,小于3级,16,中雨,北风
2014-11-08,19,小于3级,16,中雨,北风
2014-11-09,22,小于3级,18,阴转多云,北风
2014-11-10,20,小于3级,17,小雨,北风
2014-11-11,20,小于3级,17,小雨,北风
2014-11-12,23,小于3级,16,多云,北风
2014-11-13,23,小于3级,16,多云,北风
2014-11-14,25,小于3级,17,多云,西北风
2014-11-15,25,小于3级,17,多云,西北风
2014-11-16,22,小于3级,14,晴,北风
2014-11-17,22,小于3级,14,晴,北风
2014-11-18,24,小于3级,14,晴,西北风
2014-11-19,24,小于3级,14,晴,西北风
2014-11-20,26,小于3级,15,晴,北风
2014-11-21,26,小于3级,15,晴,西北风
2014-11-22,28,小于3级,17,晴,西北风
2014-11-23,28,小于3级,17,晴,西北风
2014-11-24,26,小于3级,16,多云,北风
2014-11-25,26,小于3级,16,多云,北风
2014-11-26,27,小于3级,20,多云,东风
2014-11-27,27,小于3级,20,多云,东南风
2014-11-28,26,小于3级,21,多云,东北风
2014-11-29,28,小于3级,22,小雨,东南风
2014-11-30,16,4-5级转3-4级,12,小雨,北风
2014-12-01,14,3-4级转小于3级,11,阴转小雨,北风
2014-12-02,15,小于3级转3-4级,9,中雨转中到大雨,北风
2014-12-03,13,3-4级,10,中雨转小雨,北风
2014-12-04,17,小于3级,8,多云,北风
2014-12-05,19,小于3级,9,多云,西北风
2014-12-06,17,小于3级,11,小雨,北风
2014-12-07,18,小于3级,11,小雨转多云,北风
2014-12-08,20,小于3级,14,多云,北风
2014-12-09,19,小于3级,14,多云转小雨,西北风
2014-12-10,18,3-4级,10,阴转多云,北风
2014-12-11,15,3-4级,10,多云,北风
2014-12-12,17,小于3级,7,晴,北风
2014-12-13,19,小于3级,6,晴,北风
2014-12-14,21,小于3级,8,多云,北风
2014-12-15,17,3-4级转4-5级,10,多云,北风
2014-12-16,15,4-5级转3-4级,6,晴,北风
2014-12-17,17,小于3级,5,晴,西北风
2014-12-18,14,小于3级,9,小雨,北风
2014-12-19,18,小于3级,7,多云转晴,西北风
2014-12-20,17,小于3级转3-4级,5,晴,北风
2014-12-21,16,3-4级转小于3级,5,晴,北风
2014-12-22,17,小于3级,8,多云,北风
2014-12-23,20,小于3级,11,阴,北风
2014-12-24,17,小于3级,13,多云转小雨,西北风
2014-12-25,17,小于3级,13,小雨,东北风
2014-12-26,18,小于3级,12,小雨,西北风
2014-12-27,16,小于3级,9,小雨转多云,北风
2014-12-28,18,小于3级,7,晴,北风
2014-12-29,19,小于3级,4,晴,北风
2014-12-30,22,小于3级,6,晴,北风
2014-12-31,18,3-4级,8,晴,西北风
2015-01-01,20,小于3级,6,晴,北风
2015-01-02,21,小于3级,7,晴,北风
2015-01-03,23,小于3级,8,晴转多云,西北风
2015-01-04,23,小于3级,14,多云转阴,南风
2015-01-05,24,小于3级,17,阴转小雨,东北风
2015-01-06,20,3-4级,14,小雨,北风
2015-01-07,18,3-4级转小于3级,10,多云,北风
2015-01-08,19,小于3级,6,晴,西北风
2015-01-09,18,小于3级,10,多云,北风
2015-01-10,18,小于3级,11,多云,北风
2015-01-11,14,小于3级,9,小雨转中雨,北风
2015-01-12,16,小于3级,9,中雨转小雨,西北风
2015-01-13,19,小于3级,7,多云转晴,东北风
2015-01-14,19,小于3级,6,晴,北风
2015-01-15,20,小于3级,5,晴,西北风
2015-01-16,19,小于3级,8,晴,西北风
2015-01-17,21,小于3级,8,晴,北风
2015-01-18,20,小于3级,8,晴,北风
2015-01-19,20,小于3级,7,晴转多云,北风
2015-01-20,23,小于3级,10,多云,北风
2015-01-21,21,小于3级,9,霾,西北风
2015-01-22,22,小于3级,7,晴,北风
2015-01-23,20,小于3级,10,多云转小雨,北风
2015-01-24,23,小于3级,14,多云,东风
2015-01-25,25,小于3级,15,多云,北风
2015-01-26,24,小于3级,14,多云,西北风
2015-01-27,21,小于3级,14,多云,东南风
2015-01-28,21,小于3级,13,多云,东南风
2015-01-29,18,小于3级,12,阴,北风
2015-01-30,17,小于3级,8,多云,北风
2015-01-31,18,小于3级,9,多云,北风
2015-02-01,19,小于3级,10,多云,东北风
2015-02-02,21,小于3级,11,多云,北风
2015-02-03,19,小于3级,12,多云,西北风
2015-02-04,14,3-4级,9,阴,北风
2015-02-05,17,小于3级,7,多云,北风
2015-02-06,16,小于3级,8,多云,西风
2015-02-07,18,小于3级,10,多云,北风
2015-02-08,19,小于3级,7,晴,西北风
2015-02-09,19,小于3级,7,晴,西北风
2015-02-10,20,小于3级,9,多云,北风
2015-02-11,20,小于3级,9,多云,北风
2015-02-12,20,小于3级,9,多云,北风
2015-02-13,23,小于3级,12,多云转小雨,北风
2015-02-14,23,小于3级,16,小雨转阴,北风
2015-02-15,24,小于3级,15,多云,北风
2015-02-16,23,小于3级,15,多云,西北风
2015-02-17,23,小于3级,14,多云,北风
2015-02-18,22,小于3级,15,多云,北风
2015-02-19,22,小于3级,16,阴转小雨,东南风
2015-02-20,22,小于3级,17,小雨,东风
2015-02-21,22,小于3级,17,小雨,西北风
2015-02-22,23,小于3级,18,中雨,东南风
2015-02-23,23,小于3级,19,中雨,东南风
2015-02-24,26,小于3级,18,阴,暂无实况
2015-02-25,26,小于3级,19,阴,东南风
2015-02-26,25,小于3级,20,阴,东北风
2015-02-27,25,小于3级,19,阴,东南风
2015-02-28,21,3-4级,13,小雨转阴,北风
2015-03-01,20,小于3级,13,多云,北风
2015-03-02,20,小于3级,14,阴转小雨,东风
2015-03-03,16,3-4级转小于3级,12,小雨,北风
2015-03-04,18,小于3级,12,小雨,北风
2015-03-05,17,小于3级,14,小雨,北风
2015-03-06,18,小于3级,11,阴,北风
2015-03-07,21,小于3级,14,阴转多云,西北风
2015-03-08,21,小于3级,16,阴,北风
2015-03-09,20,小于3级,15,阴转小雨,北风
2015-03-10,16,小于3级,13,阴转小雨,东北风
2015-03-11,15,小于3级,12,小雨,北风
2015-03-12,21,小于3级,13,多云,北风
2015-03-13,22,小于3级,15,多云,东风
2015-03-14,25,小于3级,18,阴,东风
2015-03-15,25,小于3级,20,阴,东北风
2015-03-16,26,小于3级,20,阴,东风
2015-03-17,26,小于3级,21,阴,南风
2015-03-18,27,小于3级,21,阴转多云,东风
2015-03-19,28,小于3级,21,多云,南风
2015-03-20,27,小于3级,20,多云,西北风
2015-03-21,25,小于3级,20,阴,北风
2015-03-22,25,小于3级,19,阴转雷阵雨,北风
2015-03-23,21,小于3级,17,阴,北风
2015-03-24,24,小于3级,17,阴,北风
2015-03-25,24,小于3级,17,阴,东北风
2015-03-26,23,小于3级,16,阴,西风
2015-03-27,26,小于3级,18,多云,西北风
2015-03-28,27,小于3级,18,多云,西北风
2015-03-29,26,小于3级,18,多云转阴,南风
2015-03-30,27,小于3级,21,多云,东南风
2015-03-31,29,小于3级,22,多云,南风
2015-04-01,28,小于3级,22,阴,东南风
2015-04-02,29,小于3级,23,多云,东南风
2015-04-03,29,小于3级,24,阴,东南风
2015-04-04,30,小于3级,24,多云,南风
2015-04-05,31,小于3级,21,多云,北风
2015-04-06,27,小于3级转3-4级,21,阴,北风
2015-04-07,21,3-4级,16,阵雨,东北风
2015-04-08,17,小于3级,12,小雨转阴,北风
2015-04-09,17,小于3级,14,小雨,北风
2015-04-10,15,小于3级,12,小到中雨转中到大雨,北风
2015-04-11,23,小于3级,14,多云,北风
2015-04-12,25,小于3级,13,多云转晴,北风
2015-04-13,27,小于3级,13,晴,西北风
2015-04-14,28,小于3级,11,晴,北风
2015-04-15,29,小于3级,14,晴,北风
2015-04-16,29,小于3级,15,晴转多云,西北风
2015-04-17,29,小于3级,20,多云,东风
2015-04-18,29,小于3级,23,多云,东南风
2015-04-19,26,小于3级,21,阵雨转中到大雨,西北风
2015-04-20,24,小于3级,18,阵雨转阴,北风
2015-04-21,27,小于3级,17,多云,北风
2015-04-22,27,小于3级,19,多云,北风
2015-04-23,27,小于3级,20,多云,北风
2015-04-24,28,小于3级,21,阴转阵雨,西北风
2015-04-25,29,小于3级,21,阴转多云,南风
2015-04-26,29,小于3级,21,多云,北风
2015-04-27,29,小于3级,21,多云,东南风
2015-04-28,29,小于3级,23,阴转雷阵雨,东南风
2015-04-29,29,小于3级,22,阵雨转雷阵雨,西北风
2015-04-30,31,小于3级,23,阴转多云,南风
2015-05-01,30,小于3级,23,雷阵雨,东南风
2015-05-02,31,小于3级,25,阴,东南风
2015-05-03,31,小于3级,24,多云转雷阵雨,东南风
2015-05-04,31,小于3级,24,雷阵雨,西南风
2015-05-05,30,小于3级,24,雷阵雨,东北风
2015-05-06,29,小于3级,24,雷阵雨,东风
2015-05-07,29,小于3级,24,雷阵雨,东风
2015-05-08,31,小于3级,24,雷雨,东风
2015-05-09,31,小于3级,24,雷雨,东风
2015-05-10,28,小于3级,23,雷雨~大雨,东风
2015-05-11,29,小于3级,20,大雨~小雨,东风
2015-05-12,29,小于3级,20,多云,西北风
2015-05-13,30,小于3级,23,多云~阴,东南风
2015-05-14,30,小于3级,24,雷雨~阴,东南风
2015-05-15,32,小于3级,25,雷雨,东南风
2015-05-16,28,小于3级,23,大雨,东北风
2015-05-17,26,小于3级,23,大雨~雷雨,东南风
2015-05-18,29,小于3级,24,中雨~雷雨,东南风
2015-05-19,32,小于3级,26,雷雨,东南风
2015-05-20,29,小于3级,23,大到暴雨,西北风
2015-05-21,28,小于3级,23,大雨~中雨,东南风
2015-05-22,32,小于3级,26,雷阵雨,东北风
2015-05-23,26,小于3级,22,大雨~,微风
2015-05-24,27,小于3级,23,小雨,微风
2015-05-25,31,小于3级,25,阵雨,东北风
2015-05-26,32,小于3级,26,雷雨,东北风
2015-05-27,32,小于3级,25,雷雨~,东南风
2015-05-28,33,小于3级,26,多云,东南风
2015-05-29,34,小于3级,27,多云,东南风
2015-05-30,33,小于3级,25,雷雨,东北风
2015-05-31,31,小于3级,26,雷雨,西北风
2015-06-01,32,小于3级,26,雷雨,东南风
2015-06-02,34,小于3级,27,阵雨~多云,东南风
2015-06-03,35,小于3级,27,多云,东南风
2015-06-04,35,小于3级,25,雷雨~中到大雨,东北风
2015-06-05,32,小于3级,25,阴~雷雨,东南风
2015-06-06,33,小于3级,26,雷雨~多云,西北风
2015-06-07,34,小于3级,26,雷雨,东南风
2015-06-08,34,小于3级,27,雷雨~多云,东南风
2015-06-09,34,小于3级,26,雷雨,东北风
2015-06-10,33,小于3级,27,雷雨,东北风
2015-06-11,34,小于3级,27,雷雨,西北风
2015-06-12,34,小于3级,26,雷雨~多云,无持续风向
2015-06-13,34,小于3级,25,雷雨~多云,西北风
2015-06-14,35,小于3级,27,雷雨~多云,东南风
2015-06-15,35,小于3级,24,多云,东北风
2015-06-16,35,小于3级,26,晴,西北风
2015-06-17,35,小于3级,27,晴,西南风
2015-06-18,35,小于3级,27,晴,东南风
2015-06-19,35,小于3级,27,晴,东南风
2015-06-20,35,小于3级,28,晴~多云,东北风
2015-06-21,35,小于3级,27,雷雨~多云,东北风
2015-06-22,33,小于3级,25,雷雨~中到大雨,东南风
2015-06-23,30,小于3级,25,大雨,东北风
2015-06-24,31,小于3级,26,中到大雨~雷雨,东南风
2015-06-25,33,小于3级,26,雷雨,东南风
2015-06-26,34,小于3级,27,雷雨~多云,东南风
2015-06-27,35,小于3级,27,晴,东南风
2015-06-28,35,小于3级,28,晴,东南风
2015-06-29,35,小于3级,28,晴,东南风
2015-06-30,36,小于3级,28,晴,东南风
2015-07-01,36,小于3级,28,晴,东南风
2015-07-02,36,小于3级,28,晴~多云,东南风
2015-07-03,36,小于3级,28,多云,东南风
2015-07-04,36,小于3级,27,雷雨,东南风
2015-07-05,32,小于3级,25,雷雨,西北风
2015-07-06,32,小于3级,26,阵雨~阴,西北风
2015-07-07,32,小于3级,26,多云,西北风
2015-07-08,32,小于3级,25,多云~阴,东北风
2015-07-09,30,小于3级,25,中到大雨~阵雨,东北风
2015-07-10,32,小于3级,25,多云,东北风
2015-07-11,34,小于3级,26,晴,西北风
2015-07-12,35,小于3级,27,晴,西北风
2015-07-13,36,小于3级,27,晴,东北风
2015-07-14,36,小于3级,28,晴~多云,东南风
2015-07-15,36,小于3级,28,多云,东南风
2015-07-16,35,小于3级,26,多云~中到大雨,西北风
2015-07-17,32,小于3级,26,雷阵雨,微风
2015-07-18,33,小于3级,26,雷阵雨,东南风
2015-07-19,34,小于3级,25,雷阵雨,西北风
2015-07-20,33,小于3级,25,大雨,西北风
2015-07-21,29,小于3级,25,大雨~中雨,东南风
2015-07-22,32,小于3级,26,阴,西北风
2015-07-23,32,小于3级,25,雷阵雨~大雨,东南风
2015-07-24,29,小于3级,25,大雨,东南风
2015-07-25,32,小于3级,25,雷阵雨,东南风
2015-07-26,32,小于3级,26,雷阵雨,东南风
2015-07-27,32,小于3级,26,雷阵雨~多云,微风
2015-07-28,33,小于3级,25,雷阵雨,微风
2015-07-29,32,小于3级,25,雷阵雨~多云,东南风
2015-07-30,31,小于3级,25,雷阵雨~多云,东北风
2015-07-31,33,小于3级,25,雷阵雨~多云,东南风
2015-08-01,34,小于3级,25,多云~晴,东北风
2015-08-02,34,小于3级,26,晴,西北风
2015-08-03,35,小于3级,26,晴,东北风
2015-08-04,35,小于3级,26,晴,西北风
2015-08-05,35,小于3级,26,晴,微风
2015-08-06,35,小于3级,27,晴,西北风
2015-08-07,36,小于3级,27,晴,西北风
2015-08-08,36,小于3级,28,晴~多云,东北风
2015-08-09,36,小于3级,26,雷阵雨,微风
2015-08-10,32,小于3级,25,雷阵雨,西北风
2015-08-11,31,小于3级,26,雷阵雨~阴,东北风
2015-08-12,33,小于3级,26,雷阵雨,东南风
2015-08-13,33,小于3级,26,雷阵雨,西北风
2015-08-14,31,小于3级,26,雷阵雨,东南风
2015-08-15,31,小于3级,25,雷阵雨,东北风
2015-08-16,32,小于3级,25,雷阵雨~多云,微风
2015-08-17,34,小于3级,27,多云~晴,西北风
2015-08-18,35,小于3级,27,晴,东南风
2015-08-19,36,小于3级,28,晴~多云,西北风
2015-08-20,35,小于3级,28,雷阵雨~多云,西北风
2015-08-21,35,小于3级,27,晴,西北风
2015-08-22,35,小于3级,27,晴,西北风
2015-08-23,35,小于3级,27,晴,东北风
2015-08-24,35,小于3级,27,晴,西北风
2015-08-25,35,小于3级,25,晴,西北风
2015-08-26,35,小于3级,26,晴~多云,西北风
2015-08-27,34,小于3级,26,雷阵雨,西北风
2015-08-28,33,小于3级,26,雷阵雨,西北风
2015-08-29,31,小于3级,25,雷阵雨,东北风
2015-08-30,30,小于3级,24,大雨~雷阵雨,微风
2015-08-31,30,小于3级,25,大雨~雷阵雨,东北风
2015-09-01,30,小于3级,25,大到暴雨~雷阵雨,东北风
2015-09-02,30,小于3级,25,雷阵雨~多云,东南风
2015-09-03,31,小于3级,25,雷阵雨~多云,东北风
2015-09-04,33,小于3级,25,晴,西北风
2015-09-05,34,小于3级,26,晴~多云,西南风
2015-09-06,35,小于3级,26,晴~雷阵雨,西北风
2015-09-07,29,小于3级,26,中到大雨~雷阵雨,西南风
2015-09-08,32,小于3级,25,雷阵雨~多云,西北风
2015-09-09,33,小于3级,25,多云,西北风
2015-09-10,32,小于3级,26,晴,东南风
2015-09-11,32,小于3级,26,多云,东南风
2015-09-12,32,小于3级,24,多云,东北风
2015-09-13,30,小于3级,24,多云,东北风
2015-09-14,31,小于3级,23,多云,西北风
2015-09-15,32,小于3级,25,多云,西北风
